Customer ID,Customer Name,Gender,City,State,Region
C1461,Yash Kulkarni,M,Mumbai,Maharashtra,West
C1462,Kavya Bansal,F,Lucknow,Uttar Pradesh,North
C1463,Rahul Shah,M,Kolkata,West Bengal,East
C1464,Kavya Pillai,Female, Coimbatore  ,Tamil Nadu,South
C1465,Ananya Khanna,F,Gurugram,Haryana,North
C1466,Arjun Pillai,Male,Ahmedabad,Gujarat,West
C1467,Tarun Khanna,Male,Ahmedabad,Gujarat,West
C1468,Deepak Chopra,Male,Ahmedabad,Gujarat,West
C1469,Kunal Reddy,Male,Bengaluru,Karnataka,South
C1470,Aditya Pillai,Male,Jaipur,Rajasthan,North
C1471,Vandana Tiwari,Female,Gurugram,Haryana,North
C1472,Mohit Rao,Male,Lucknow,Uttar Pradesh,North
C1473,Karan Kulkarni,Male,Nagpur,Maharashtra,West
C1474,Ritesh Shah,Male,Ranchi,Jharkhand,East
C1475,Tarun Menon,Male,Mumbai,Maharashtra,West
C1476,Karan Mishra,Male,Chennai,Tamil Nadu,South
C1477,Sakshi Mishra,F,Guwahati,Assam,East
C1478,Priya Kaur,F,Lucknow,Uttar Pradesh,North
C1479,Gaurav Malhotra,Male,Mumbai,Maharashtra,West
C1480,Tarun Kaur,Male,Ahmedabad,Gujarat,West
C1481,Sneha Das,Female,Coimbatore,Tamil Nadu,South
C1482,Komal Singh,F,Pune,Maharashtra,West
C1483,Aarav Chauhan,M,New Delhi,Delhi,North
C1484,Tanvi Tiwari,Female,Hyderabad,Telangana,South
C1485,Harsh Mehta,M,Chennai,Tamil Nadu,South
C1486,Tanvi Kaur,Female,Indore,Madhya Pradesh,West
C1487,Komal Yadav,F,Chennai,Tamil Nadu,South
C1488,Varun Kulkarni,Male,Kochi,Kerala,South
C1489,Vikram Malhotra,Male,Mysuru,Karnataka,South
C1490,Pooja Agarwal,Female,New Delhi,Delhi,North
C1491,Ankit Joshi,Male, Jaipur  ,Rajasthan,North
C1492,Divya Menon,F,Mumbai,Maharashtra,West
C1493,Gaurav Bansal,Male,Kolkata,West Bengal,East
C1494,Harsh Bose,Male,Hyderabad,Telangana,South
C1495,Tanvi Tiwari,F,New Delhi,Delhi,North
C1496,Yash Pillai,M,Mumbai,Maharashtra,West
C1497,Nikhil Singh,Male,Pune,Maharashtra,West
C1498,Siddharth Tiwari,M,Gurugram,Haryana,North
C1499,Aditya Patel,M,Chennai,Tamil Nadu,South
C1500,Varun Rao,Male,Noida,Uttar Pradesh,North
C1501,Lakshmi Bose,Female,Bengaluru,Karnataka,South
C1502,Pranav Menon,Male,New Delhi,Delhi,North
C1503,Tarun Chopra,Male,Chandigarh,Chandigarh,North
C1504,Meera Sharma,Female,Jaipur,Rajasthan,North
C1505,Swati Chauhan,Female,Bhubaneswar,Odisha,East
C1506,Manish Nair,Male,Gurugram,Haryana,North
C1507,Harsh Reddy,Male,Mumbai,Maharashtra,West
C1508,Rajesh Mishra,Male,Kolkata,West Bengal,East
C1509,Divya Singh,Female,Nagpur,Maharashtra,West
C1510,Nikhil Yadav,Male,Ranchi,Jharkhand,East
C1511,Ashish Kulkarni,Male,Chennai,Tamil Nadu,South
C1512,Nikhil Mukherjee,M,Patna,Bihar,East
C1513,Ananya Das,Female,Nagpur,Maharashtra,West
C1514,Amit Gupta,M,Guwahati,Assam,East
C1515,Siddharth Agarwal,M,Hyderabad,Telangana,South
C1516,Tanvi Sen,Female,Chennai,Tamil Nadu,South
C1517,Gaurav Bansal,Male, Mumbai  ,Maharashtra,West
C1518,Siddharth Kulkarni,M,Bengaluru,Karnataka,South
C1519,Harsh Joshi,M,Gurugram,Haryana,North
C1520,Vandana Sen,F,Mumbai,Maharashtra,West
C1521,Varun Mishra,Male,Chennai,Tamil Nadu,South
C1522,Aarav Gupta,Male,Mumbai,Maharashtra,West
C1523,Shreya Rao,F,Bhubaneswar,Odisha,East
C1524,Deepak Kulkarni,Male,Bengaluru,Karnataka,South
C1525,Siddharth Shah,Male,Mysuru,Karnataka,South
C1526,Tarun Pillai,Male,Pune,Maharashtra,West
C1527,Anjali Sen,F,Bengaluru,Karnataka,South
C1528,Gaurav Das,Male,Chennai,Tamil Nadu,South
C1529,Rajesh Malhotra,Male,Noida,Uttar Pradesh,North
C1530,Preeti Mukherjee,Female,Chennai,Tamil Nadu,South
C1531,Manish Kaur,Male,Mysuru,Karnataka,South
C1532,Vandana Bose,Female,Chandigarh,Chandigarh,North
C1533,Divya Shah,Female,Bhubaneswar,Odisha,East
C1534,Divya Rao,Female,Pune,Maharashtra,West
C1535,Karan Agarwal,Male,Patna,Bihar,East
C1536,Amit Singh,M,Bhubaneswar,Odisha,East
C1537,Kavya Agarwal,Female,New Delhi,Delhi,North
C1538,Gaurav Bansal,Male,Pune,Maharashtra,West
C1539,Vandana Nair,F,New Delhi,Delhi,North
C1540,Riya Reddy,Female,Kolkata,West Bengal,East
C1541,Yash Sen,Male,Hyderabad,Telangana,South
C1542,Nikhil Agarwal,Male,Surat,Gujarat,West
C1543,Pranav Bansal,M,Kolkata,West Bengal,East
C1544,Ankit Menon,Male, Mysuru  ,Karnataka,South
C1545,Arjun Mehta,Male,Noida,Uttar Pradesh,North
C1546,Riya Shah,Female,Hyderabad,Telangana,South
C1547,Siddharth Kaur,M,Guwahati,Assam,East
C1548,Pooja Shah,Female,Kolkata,West Bengal,East
C1549,Aarav Kulkarni,M, Mumbai  ,Maharashtra,West
C1550,Ritika Iyer,Female,Chennai,Tamil Nadu,South
C1551,Nikhil Verma,M,Nagpur,Maharashtra,West
C1552,Rohan Mukherjee,Male,Mysuru,Karnataka,South
C1553,Shreya Kulkarni,F,Mumbai,Maharashtra,West
C1554,Vikram Joshi,Male,Chennai,Tamil Nadu,South
C1555,Ritesh Sen,Male,Gurugram,Haryana,North
C1556,Kavya Chauhan,F,Indore,Madhya Pradesh,West
C1557,Aarav Pillai,M,Bengaluru,Karnataka,South
C1558,Shreya Sen,Female,New Delhi,Delhi,North
C1559,Harsh Bose,Male,Hyderabad,Telangana,South
C1560,Meera Nair,F, Noida  ,Uttar Pradesh,North
C1561,Priya Patel,Female,Chennai,Tamil Nadu,South
C1562,Swati Mehta,F,New Delhi,Delhi,North
C1563,Aditya Chopra,Male,Kochi,Kerala,South
C1564,Harsh Gupta,M,Noida,Uttar Pradesh,North
C1565,Pranav Joshi,Male,Bengaluru,Karnataka,South
C1566,Tarun Verma,Male,Patna,Bihar,East
C1567,Vikram Iyer,Male,Nagpur,Maharashtra,West
C1568,Sakshi Shah,F,Gurugram,Haryana,North
C1569,Sneha Rao,Female,Kolkata,West Bengal,East
C1570,Kavya Mukherjee,Female,Chennai,Tamil Nadu,South
C1571,Ritesh Malhotra,M,New Delhi,Delhi,North
C1572,Ashish Menon,Male,Ranchi,Jharkhand,East
C1573,Bhavna Rao,F,New Delhi,Delhi,North
C1574,Lakshmi Das,Female,Bengaluru,Karnataka,South
C1575,Nisha Bose,Female,New Delhi,Delhi,North
C1576,Aditi Shah,Female,Indore,Madhya Pradesh,West
C1577,Pranav Malhotra,Male,New Delhi,Delhi,North
C1578,Shreya Pillai,Female,Noida,Uttar Pradesh,North
C1579,Ashish Verma,M,Bhubaneswar,Odisha,East
C1580,Bhavna Agarwal,F,Chennai,Tamil Nadu,South
C1581,Karan Bansal,M,New Delhi,Delhi,North
C1582,Riya Joshi,Female,Bengaluru,Karnataka,South
C1583,Amit Patel,Male,Ludhiana,Punjab,North
C1584,Simran Gupta,Female,Gurugram,Haryana,North
C1585,Pooja Rao,Female,Pune,Maharashtra,West
C1586,Pooja Mukherjee,Female, Guwahati  ,Assam,East
C1587,Sneha Nair,Female,Patna,Bihar,East
C1588,Aarav Malhotra,M,Surat,Gujarat,West
C1589,Varun Kulkarni,Male,Coimbatore,Tamil Nadu,South
C1590,Bhavna Sen,F,Guwahati,Assam,East
C1591,Shreya Verma,F,Hyderabad,Telangana,South
C1592,Siddharth Shah,Male,Chennai,Tamil Nadu,South
C1593,Kunal Shah,M,Chennai,Tamil Nadu,South
C1594,Kunal Chauhan,Male,New Delhi,Delhi,North
C1595,Aditi Gupta,Female,Hyderabad,Telangana,South
C1596,Simran Rao,Female,Mumbai,Maharashtra,West
C1597,Nikhil Mishra,M,Noida,Uttar Pradesh,North
C1598,Mohit Pillai,Male,Guwahati,Assam,East
C1599,Tarun Mishra,Male,Kochi,Kerala,South
C1600,Riya Malhotra,Female,Guwahati,Assam,East
